,Unnamed: 0,Name,District,Price,address,loc,lat,long
0,0,"The Belcher's Phase 1 2 Rooms 2 Living Rooms
Flat B Lower Floor Block 2",Mid-Levels West,"$16.8
M",The Belcher's Hong Kong,"寶翠園 The Belcher's, 石塘咀 Shek Tong Tsui, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.284970299999998,114.13342722511163
1,1,"Yat Nga Court 1 Room 2 Living Rooms
Flat 11 Higher Floor Yat Wing House",Tai Po,"$4.78
M",Yat Nga Yat Wing House Hong Kong,,0.0,0.0
2,2,"Kingswood Villas Sherwood Court 3 Rooms 2 Living Rooms
Flat B Lower Floor Block 01",Tin Shui Wai,"$6.28
M",Kingswood Villas Sherwood Hong Kong,"嘉湖山莊賞湖居 Sherwood Court, Kingswood Villas, 天水圍南 Tin Shui Wai South, 天水圍 Tin Shui Wai, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.453505200000002,114.00197142815088
3,3,"Lung Poon Court
Flat 5 Middle Floor Block D",Diamond Hill / San Po Kong / Ngau Chi Wan,"$5.5
M",Lung Poon Hong Kong,"龍蟠苑 Lung Poon Court, 竹園聯合村 Chuk Yuen United Village, 黃大仙區 Wong Tai Sin District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3419265,114.20052028974804
4,4,"Kingswood Villas Locwood Court 3 Rooms
Flat D Middle Floor Block 12",Tin Shui Wai,"$5.78
M",Kingswood Villas Locwood Hong Kong,"嘉湖山莊樂湖居 Locwood Court, Kingswood Villas, 天水圍南 Tin Shui Wai South, 天水圍 Tin Shui Wai, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4520684,113.99977936110372
5,5,"The Horizon 3 Rooms 2 Living Rooms
Flat B Court C1",Tai Po,"$19.5
M",The Horizon Hong Kong,"海日灣 The Horizon, 白石角 Pak Shek Kok, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.42940635,114.20712784870958
6,6,"Grand Central Phase I 2 Rooms 2 Living Rooms
Flat M Higher Floor Tower 1",Kwun Tong,"$14.5
M",Grand Central Tower Hong Kong,,0.0,0.0
7,7,"Ultima Phase 1 4 Rooms 2 Living Rooms
Flat D Higher Floor Block 8",Ho Man Tin,"$65
M",Ultima Hong Kong,"天鑄 Ultima, 何文田 Ho Man Tin, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.31190235,114.18199790608907
8,8,"City One Shatin Phase 5 2 Rooms 1 Living Room
Flat G Lower Floor Block 52",Shatin,"$5.8
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
9,9,"The Pavilia Bay 3 Rooms
Flat B Higher Floor Tower 1A",Tsuen Wan,"$27
M",The Pavilia Bay Tower Hong Kong,,0.0,0.0
10,10,"The Pavilia Bay 5 Rooms
Flat D Lower Floor Tower 1A",Tsuen Wan,"$20.5
M",The Pavilia Bay Tower Hong Kong,,0.0,0.0
11,11,"Grand Waterfront 2 Rooms 1 Living Room
Flat H Middle Floor Block 2",To Kwa Wan,"$7.48
M",Grand Waterfront Hong Kong,"翔龍灣 Grand Waterfront, 38, 新碼頭街 San Ma Tau Street, 馬頭角 Ma Tau Kok, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3192344,114.19358719042401
12,12,"Yoho Town Phase 1 2 Rooms 2 Living Rooms
Flat B Lower Floor Block 8",Yuen Long,"$7.7
M",Yoho Town Hong Kong,"新時代廣場 YOHO Town, 下攸田村 Ha Yau Tin Tsuen, 元朗 Yuen Long, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4414348,114.03707042692297
13,13,"Hunghom Bay Centre 3 Rooms
Flat 2 Lower Floor Block H",Hung Hom,"$14.5
M",Hunghom Bay Centre Hong Kong,"紅磡灣中心 Hunghom Bay Centre, 紅磡 Hung Hom, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.305605649999997,114.18559884240159
14,14,"La Cite Noble 2 Rooms 2 Living Rooms
Flat D Lower Floor Block 5",Hang Hau,"$7.28
M",La Cite Noble Hong Kong,"新寶城 La Cite Noble, 昭信路 Chiu Shun Road, 佛頭洲 Fat Tau Chau, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.3139082,114.26659503553405
15,15,"Tai Yuen 2 Rooms
Flat A",Happy Valley / Mid-Levels East,"$12
M",Tai Yuen Hong Kong,"泰苑 Tai Yuen, 11, 山村臺 Village Terrace, 跑馬地 Happy Valley, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.267054700000003,114.18398295643999
16,16,"Abba House 2 Rooms 2 Living Rooms
Flat 4 Higher Floor Block B",Aberdeen / Wong Chuk Hang,"$5.98
M",Abba House Hong Kong,"福群大樓B座 ABBA House Block B, 227, 香港仔大道 Aberdeen Main Road, 石排灣 Shek Pai Wan, 香港仔 Aberdeen, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2483331,114.15252751275256
17,17,"Serenade Cove 2 Rooms 2 Living Rooms
Flat 8 Higher Floor Block A",Tsuen Wan,"$6.8
M",Cove Hong Kong,"迎海 Double Cove, 烏溪沙 Wu Kai Sha, 烏溪沙村 Wu Kai Sha Village, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.43137475,114.24152724578488
18,18,"La Mansion
28 Ping Kwai Road (House)",Hung Shui Kiu,"$19
M",La Mansion Ping Kwai Road (House) Hong Kong,,0.0,0.0
19,19,"Discovery Park Phase 1 3 Rooms
Flat A Lower Floor Block 02",Tsuen Wan,"$10
M",Discovery Park Hong Kong,"愉景新城 Discovery Park, 光板田村 Kwong Pan Tin Village, 荃灣 Tsuen Wan, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 中国",22.37611025,114.11189146971572
20,20,"Classic Mansion 1 Room 2 Living Rooms
Flat B Lower Floor",Ho Man Tin,"$7.28
M",Classic Mansion Hong Kong,"典雅大廈 Classic Mansion, 舊金山徑 San Francisco Path, 窩打老道山 Waterloo Hill, 何文田 Ho Man Tin, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.31930605,114.17494804120481
21,21,"Lohas Park Wings At Sea 3 Rooms 2 Living Rooms
Flat A Middle Floor Tower 2 (2B)",Lohas Park,"$13
M",Lohas Park Wings At Sea Tower Hong Kong,,0.0,0.0
22,22,"Parc Royale 2 Rooms
Flat C Middle Floor Block 9",Shatin,"$10.5
M",Parc Royale Hong Kong,"聚龍居 Parc Royale, 沙田頭 Sha Tin Tau, 上徑口 Sheung Keng Hau, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.36263095,114.17556961081665
23,23,"Villa Tiara 2 Rooms
Flat A Lower Floor Block 5",Tuen Mun,"$6.08
M",Villa Tiara Hong Kong,"怡峰園 Villa Tiara, 井頭上村南 Tseng Tau Sheung Tsuen South, 屯門 Tuen Mun, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.391529650000003,113.98041410350736
24,24,"Seaview Crescent 2 Rooms 2 Living Rooms
Flat H Lower Floor Block 2",Tung Chung,"$8.2
M",Seaview Crescent Hong Kong,"海堤灣畔 Seaview Crescent, 東涌市中心 Tung Chung Town Centre, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.292381650000003,113.94247048054356
25,25,"Hillgrove 2 Rooms 2 Living Rooms
Flat A3 Block A",Stanley / Chung Hom Kok,"$50
M",Hillgrove Hong Kong,"璧如花園 Hillgrove, 赤柱 Stanley, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.218412800000003,114.20576234949974
26,26,"Ocean Pride Phase 2 (Ocean Supreme) 2 Rooms 1 Living Room
Flat B Higher Floor Tower 3B",Tsuen Wan,"$10.9
M",Ocean Pride (Ocean Supreme) Tower Hong Kong,,0.0,0.0
27,27,"Tung Chung Crescent Phase 2 2 Rooms 2 Living Rooms
Flat C Middle Floor Block 8",Tung Chung,"$8.08
M",Tung Chung Crescent Hong Kong,"東堤灣畔 Tung Chung Crescent, 東涌市中心 Tung Chung Town Centre, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2881013,113.93970178626594
28,28,"La Cite Noble 2 Rooms 2 Living Rooms
Flat H Higher Floor Block 2",Hang Hau,"$7.95
M",La Cite Noble Hong Kong,"新寶城 La Cite Noble, 昭信路 Chiu Shun Road, 佛頭洲 Fat Tau Chau, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.3139082,114.26659503553405
29,29,"Ying Ming Court 2 Rooms 2 Living Rooms
Flat 7 Higher Floor Ming On House",Po Lam / Tseung Kwan O Station,"$7.3
M",Ying Ming Ming On House Hong Kong,,0.0,0.0
30,30,"Far East Consortium Yuen Long Building
Flat C Higher Floor",Yuen Long,"$4.15
M",Far East Consortium Yuen Long Building Hong Kong,"遠東發展元朗大廈 Far East Consortium Yuen Long Building, 13-33, 元朗安樂路 Yuen Long On Lok Road, 元朗新墟 Yuen Long San Hui, 元朗舊墟 Yuen Long Kau Hui, 元朗 Yuen Long, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.44513465,114.03206826388815
31,31,"The Garrison 1 Room 1 Living Room
Flat C Higher Floor",Shatin,"$5.3
M",The Garrison Hong Kong,"珀玥 The Garrison, 28, 美田路 Mei Tin Road, 大圍墟 Tai Wai Hui, 大圍 Tai Wai, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.37487355,114.17643934620062
32,32,"Kwan Yick Building Phase 3 2 Rooms 1 Living Room
Flat A2 Middle Floor Block A",Hong Kong West,"$6.18
M",Kwan Yick Building Hong Kong,"均益大廈第二期 Kwan Yick Building Phase II, 石塘咀 Shek Tong Tsui, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2875655,114.1379403477745
33,33,"Hanley Villa
Flat A Middle Floor Block 5",Tsuen Wan,"$9.5
M",Hanley Villa Hong Kong,"恒麗園 Hanley Villa, 油柑頭 Yau Kom Tau, 荃灣 Tsuen Wan, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 中国",22.36878905,114.09095171163887
34,34,"Conway Mansion 4 Rooms 2 Living Rooms
Flat B Lower Floor",Mid-Levels West,"$38.8
M",Conway Mansion Hong Kong,"康威園 Conway Mansion, 上環 Sheung Wan, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2799516,114.14929054062625
35,35,"Seaview Crescent 2 Rooms 2 Living Rooms
Flat F Higher Floor Block 1",Tung Chung,"$8
M",Seaview Crescent Hong Kong,"海堤灣畔 Seaview Crescent, 東涌市中心 Tung Chung Town Centre, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.292381650000003,113.94247048054356
36,36,"Coastal Skyline La Rossa 2 Rooms 2 Living Rooms
Flat I Lower Floor Block 8 (La Rossa B)",Tung Chung,"$9.1
M",Coastal Skyline La Rossa (La Rossa B) Hong Kong,,0.0,0.0
37,37,"Shatin New Town (Lucky Plaza) 3 Rooms 2 Living Rooms
Flat B Lower Floor Block C2 ( Pak Lam Court )",Shatin,"$8.88
M",Shatin New Town (Lucky Plaza) Pak Lam Hong Kong,,0.0,0.0
38,38,"Ocean Pride Phase 2 (Ocean Supreme)
Flat D Lower Floor Tower 5B",Tsuen Wan,"$10
M",Ocean Pride (Ocean Supreme) Tower Hong Kong,,0.0,0.0
39,39,"The Long Beach 3 Rooms 2 Living Rooms
Flat A Middle Floor Block 5",Olympic,"$19
M",The Long Beach Hong Kong,"浪澄灣 The Long Beach, 大角咀 Tai Kok Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3197066,114.15578244390933
40,40,"Metro Harbour View Phase 1 4 Rooms 2 Living Rooms
Flat C Lower Floor Block 01",Tai Kok Tsui,"$12.9
M",Metro Harbour View Hong Kong,"港灣豪庭 Metro Harbour View, 8, 福利街 Fuk Lee Street, 大角咀 Tai Kok Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.32450885,114.16043743569773
41,41,"Shun Chi Court 2 Rooms
Flat 2 Lower Floor Block C (Shun Ying House)",Kwun Tong,"$5.75
M",Shun Chi (Shun Ying House) Hong Kong,,0.0,0.0
42,42,"South Horizons Phase 3 2 Rooms 2 Living Rooms
Flat A Higher Floor Block 20",Ap Lei Chau,"$10.5
M",South Horizons Hong Kong,"海怡半島第4期 South Horizons Phase 4, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24389665,114.1497922903942
43,43,"South Horizons Phase 2
Flat D Lower Floor Block 13A",Ap Lei Chau,"$9.4
M",South Horizons Hong Kong,"海怡半島第4期 South Horizons Phase 4, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24389665,114.1497922903942
44,44,"Po On Building 2 Rooms
Flat D Higher Floor",Yuen Long,"$3.65
M",Po On Building Hong Kong,"寶安樓 Po On Building, 165-167, 寶其利街 Bulkeley Street, 老龍坑 Lo Lung Hang, 紅磡 Hung Hom, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3082201,114.18378351161348
45,45,"South Horizons Phase 3 3 Rooms 2 Living Rooms
Flat H Middle Floor Block 18",Ap Lei Chau,"$17.2
M",South Horizons Hong Kong,"海怡半島第4期 South Horizons Phase 4, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24389665,114.1497922903942
46,46,"South Horizons Phase 2 4 Rooms 2 Living Rooms
Flat G Lower Floor Block 10",Ap Lei Chau,"$17.48
M",South Horizons Hong Kong,"海怡半島第4期 South Horizons Phase 4, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24389665,114.1497922903942
47,47,"Lohas Park Hemera 4 Rooms 2 Living Rooms
Flat B Middle Floor Tower 5 L (Topaz)",Lohas Park,"$14
M",Lohas Park Hemera Tower (Topaz) Hong Kong,,0.0,0.0
48,48,"Shan Kwong Towers 3 Rooms 2 Living Rooms
Flat B Lower Floor",Happy Valley / Mid-Levels East,"$16.68
M",Shan Kwong Towers Hong Kong,,0.0,0.0
49,49,"World-Wide Gardens 2 Rooms 2 Living Rooms
Flat A Higher Floor Laurel Court(Block 3A)",Shatin,"$12.28
M",World-Wide Gardens Laurel Hong Kong,,0.0,0.0
50,50,"The Grand Panorama 1 Room
Flat C Lower Floor Block 1",Mid-Levels West,"$16
M",The Grand Panorama Hong Kong,,0.0,0.0
51,51,"Venice Gardens 2 Rooms
Flat A Higher Floor Block 1",Tuen Mun,"$6.18
M",Venice Gardens Hong Kong,"海麗花園 Venice Gardens, 12, 良德街 Leung Tak Street, 良田 Leung Tin, 屯門北 Tuen Mun North, 麒麟圍 Kei Lun Wai, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.40742195,113.9685116679804
52,52,"Greenview Garden 3 Rooms 1 Living Room
Flat 5 Middle Floor Block A",Shatin,"$8.15
M",Greenview Garden Hong Kong,"怡翠花園 Greenview Garden, 錦田 Kam Tin, 錦田市 Kam Tin Shi, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4388425,114.06333266222279
53,53,"Yoho Town Yoho Midtown
Flat D Middle Floor Block M8",Yuen Long,"$12.8
M",Yoho Town Yoho Midtown Hong Kong,,0.0,0.0
54,54,"May Mansion 2 Rooms
Flat B Lower Floor",Happy Valley / Mid-Levels East,"$9.1
M",May Mansion Hong Kong,"美華閣 May Mansion, 跑馬地 Happy Valley, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.268506449999997,114.18415542957746
55,55,"The Belcher's Phase 2 3 Rooms
Flat E Middle Floor Block 5",Mid-Levels West,"$23.8
M",The Belcher's Hong Kong,"寶翠園 The Belcher's, 石塘咀 Shek Tong Tsui, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.284970299999998,114.13342722511163
56,56,"Hang Cheong Building 2 Rooms
Flat A Middle Floor",Yuen Long,"$4
M",Hang Cheong Building Hong Kong,"恆昌大廈 Hang Cheong Building, 36-50, 元朗炮仗坊 Yuen Long Pau Cheung Square, 元朗新墟 Yuen Long San Hui, 元朗市中心 Yuen Long Town Centre, 元朗 Yuen Long, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4448635,114.02913971127796
57,57,"Jubilee Garden 2 Rooms 1 Living Room
Flat D Higher Floor Block 4",Shatin,"$8.3
M",Jubilee Garden Hong Kong,"銀禧花園 Jubilee Garden, 拔子窩 Pat Tsz Wo, 禾寮坑村 Wo Liu Hang Village, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.39737015,114.20018878014741
58,58,"South Horizons Phase 4 (The Oasis) 2 Rooms 2 Living Rooms
Flat B Lower Floor Block 30",Ap Lei Chau,"$9.1
M",South Horizons (The Oasis) Hong Kong,"海怡半島第4期御庭園 South Horizons Phase 4 - The Oasis, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2430384,114.14981428210294
59,59,"The Reach
Flat F Higher Floor Tower 03",Yuen Long,"$5.85
M",The Reach Tower Hong Kong,"第一座 Tower 1, 十八鄉路 Shap Pat Heung Road, 大旗嶺 Tai Kei Leng, 禮修村 Fraser Village, 大旗嶺村 Tai Kei Leng Village, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4377681,114.03219031270493
60,60,"Fanling Centre Phase 1 2 Rooms
Flat 8 Lower Floor Block A",Sheung Shui / Fanling,"$5.76
M",Fanling Centre Hong Kong,"粉嶺中心 Fanling Centre, 粉嶺市中心 Fanling Town Centre, 粉嶺 Fanling, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.490440399999997,114.1415116696012
61,61,"Greenpark Villa 3 Rooms
Flat A Lower Floor Block 3",Sheung Shui / Fanling,"$7.3
M",Greenpark Villa Hong Kong,"蔚翠花園 Greenpark Villa, 上水南 Sheung Shui South, 粉嶺 Fanling, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.4954896,114.13325605245444
62,62,"The Visionary 3 Rooms 1 Living Room
Flat B Lower Floor Tower 09",Tung Chung,"$12.6
M",The Tower Hong Kong,"中銀大廈 Bank of China Tower, 1, 花園道 Garden Road, 政府山 Government Hill, 中環 Central, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27924025,114.16158323704731
63,63,"The Belcher's Phase 2 4 Rooms 2 Living Rooms
Flat F Higher Floor Block 6",Mid-Levels West,"$42
M",The Belcher's Hong Kong,"寶翠園 The Belcher's, 石塘咀 Shek Tong Tsui, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.284970299999998,114.13342722511163
64,64,"Century Gateway Phase 2 1 Room 1 Living Room
Flat F Middle Floor Block 6",Tuen Mun,"$7.25
M",Century Gateway Hong Kong,"瓏門 Century Gateway, 屯門中 Tuen Mun Central, 屯門 Tuen Mun, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.39580645,113.97407658771132
65,65,"May Shing Court 2 Rooms
Flat 15 Higher Floor Kwai Shing House",Shatin,"$6
M",May Shing Kwai Shing House Hong Kong,,0.0,0.0
66,66,"Vantage Park 3 Rooms
Flat E Lower Floor Block 2",Mid-Levels West,"$15.1
M",Vantage Park Hong Kong,"慧豪閣 Vantage Park, 半山 Mid-Levels, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27943315,114.15063813445647
67,67,"City One Shatin Phase 2 2 Rooms 2 Living Rooms
Flat H Lower Floor Block 17",Shatin,"$5.45
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
68,68,"Tsuen King Garden Phase 1
Flat G Middle Floor Block 04",Tsuen Wan,"$7.2
M",Tsuen King Garden Hong Kong,"荃景花園 Tsuen King Garden, 柴灣角 Chai Wan Kok, 荃灣 Tsuen Wan, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 中国",22.3776916,114.1093980124005
69,69,"Wing Fok Centre
Flat H Lower Floor Block 6",Sheung Shui / Fanling,"$6.25
M",Wing Fok Centre Hong Kong,"榮福中心 Wing Fok Centre, 聯和墟 Luen Wo Hui, 粉嶺 Fanling, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.5015481,114.14092795218964
70,70,"Kennedy Park At Central 4 Rooms 2 Living Rooms
Flat A Lower Floor",Mid-Levels Central / Admiralty,"$70
M",Kennedy Park At Central Hong Kong,"君珀 Kennedy Park at Central, 半山 Mid-Levels, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27639935,114.15682930474046
71,71,"City One Shatin Phase 2 1 Room 1 Living Room
Flat D Higher Floor Block 19",Shatin,"$6.3
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
72,72,"Greenery Plaza 2 Rooms 1 Living Room
Flat 5 Lower Floor Block B",Tai Po,"$5.7
M",Greenery Plaza Hong Kong,"翠怡花園 Greenery Plaza, 大埔舊墟 Tai Po Old Market, 大埔 Tai Po, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.45270525,114.16333784434337
73,73,"Wai Wah Centre 1 Room 2 Living Rooms
Flat G Middle Floor Block 3",Shatin,"$6
M",Wai Wah Centre Hong Kong,"偉華中心 Wai Wah Centre, 11-17, 沙田正街 Sha Tin Centre Street, 沙田市中心 Sha Tin Town Centre, 田寮 Tin Liu, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38102065,114.18717453238486
74,74,"Tung Chung Crescent Phase 1 2 Rooms 2 Living Rooms
Flat B Middle Floor Block 1",Tung Chung,"$8.4
M",Tung Chung Crescent Hong Kong,"東堤灣畔 Tung Chung Crescent, 東涌市中心 Tung Chung Town Centre, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2881013,113.93970178626594
75,75,"City One Shatin Phase 3 2 Rooms 2 Living Rooms
Flat D Higher Floor Block 31",Shatin,"$6
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
76,76,"City One Shatin Phase 2
Flat B Middle Floor Block 22",Shatin,"$8.3
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
77,77,"Heya Star
Flat B Lower Floor Block 1",Cheung Sha Wan / Sham Shui Po,"$8.65
M",Heya Star Hong Kong,"喜韻 Heya Star, 368, 青山道 Castle Peak Road, 蘇屋 So Uk, 長沙灣 Cheung Sha Wan, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.339070149999998,114.15583015858533
78,78,"Park Signature 1 Room 1 Living Room
Flat A Lower Floor Block 9",Yuen Long,"$6.6
M",Park Hong Kong,"香港逸東酒店 Eaton, Hong Kong, 380, 彌敦道 Nathan Road, 京士柏 King's Park, 油麻地 Yau Ma Tei, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.30806175,114.17182641427397
79,79,"Kam Men Mansion
Flat F Lower Floor",Tuen Mun,"$4.5
M",Kam Men Mansion Hong Kong,"金銘大廈 Kam Men Mansion, 屯門中 Tuen Mun Central, 新墟村 San Hui Village, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.40242935,113.97797300324919
80,80,"Kingswood Villas Maywood Court 3 Rooms 2 Living Rooms
Flat D Middle Floor Block 03",Tin Shui Wai,"$6
M",Kingswood Villas Maywood Hong Kong,"嘉湖山莊美湖居 Maywood Court, Kingswood Villas, 天水圍南 Tin Shui Wai South, 天水圍 Tin Shui Wai, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4610074,114.00569317005926
81,81,"Wylie Court 4 Rooms 2 Living Rooms
Flat B Middle Floor Wylie Court Block A",Kingspark,"$34
M",Wylie Wylie Hong Kong,"衛理苑 Wylie Court, 尖沙咀 Tsim Sha Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.30762225,114.17857834101113
82,82,"Hong Lam Court 3 Rooms 1 Living Room
Flat 5 Lower Floor Block A - (Shan Lam House)",Shatin,"$6.5
M",Hong Lam (Shan Lam House) Hong Kong,"京港澳高速, 衡南县, 衡阳市, 中国",26.8017482,112.8404191
83,83,"Whampoa Garden Site 5 2 Rooms 2 Living Rooms
Flat B Higher Floor Block 04",Hung Hom,"$9.2
M",Whampoa Garden Site Hong Kong,,0.0,0.0
84,84,"Larvotto 1 Room 2 Living Rooms
Flat B Higher Floor Block 09",Ap Lei Chau,"$25.73
M",Larvotto Hong Kong,"南灣 Larvotto, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24005415,114.15977616313921
85,85,"Kwai Chung Plaza 3 Rooms
Flat H Lower Floor Block 1",Kwai Chung,"$8.28
M",Kwai Chung Plaza Hong Kong,"葵涌廣場 Kwai Chung Plaza, 7-11, 葵富路 Kwai Foo Road, 葵盛圍 Kwai Shing Circuit, 中葵涌 Chung Kwai Chung, 葵涌 Kwai Chung, 葵青區 Kwai Tsing District, 新界 New Territories, 香港 Hong Kong, 中国",22.358099449999997,114.12763621004748
86,86,"Vista Paradiso Phase 1 3 Rooms
Flat H Lower Floor Block 09",Ma On Shan,"$9.5
M",Vista Paradiso Hong Kong,"聽濤雅苑 Vista Paradiso, 馬鞍山市中心 Ma On Shan Town Centre, 馬鞍山 Ma On Shan, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.419999,114.22446746120389
87,87,"Regentville Phase 1 2 Rooms
Flat F Higher Floor Block 5",Sheung Shui / Fanling,"$6.5
M",Regentville Hong Kong,"帝庭軒 Regentville, 聯和墟 Luen Wo Hui, 粉嶺 Fanling, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.50076835,114.14390876530135
88,88,"Merry Court 3 Rooms 2 Living Rooms
Flat E Higher Floor Phase 1",Kowloon Tong / Beacon Hill,"$10
M",Merry Hong Kong,"真能閣 Merry Court, 筆架山 Beacon Hill, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.34242235,114.18257898600788
